TITLE = "MESH AND SOLUTIONS"
VARIABLES = "X", "Y", "PRESSURE", "U", "V",  "N", "M", "PROC"
ZONE T= "IEL     1",  I=11,  J=11,  SOLUTIONTIME=   0.54020,  DATAPACKING = POINT
   0.00000     0.00000    -0.00025    -0.00021    -0.00021       8     8     0
   0.00796     0.00000    -0.00007    -0.00004     0.00001       8     8     0
   0.04099     0.00000    -0.00005     0.00003     0.00002       8     8     0
   0.09666     0.00000     0.00026     0.00022     0.00031       8     8     0
   0.16894     0.00000     0.00056     0.00045     0.00061       8     8     0
   0.25000     0.00000    -0.00100    -0.00071    -0.00119       8     8     0
   0.33106     0.00000     0.00064     0.00043     0.00031       8     8     0
   0.40334     0.00000     0.01314     0.00928     0.00998       8     8     0
   0.45901     0.00000     0.04204     0.02970     0.03007       8     8     0
   0.49204     0.00000     0.07741     0.05461     0.05485       8     8     0
   0.50000     0.00000     0.08923     0.06291     0.06328       8     8     0
   0.00000     0.00796    -0.00007     0.00001    -0.00004       8     8     0
   0.00796     0.00796    -0.00004     0.00004     0.00004       8     8     0
   0.04099     0.00796    -0.00002     0.00005     0.00002       8     8     0
   0.09666     0.00796     0.00004     0.00004     0.00009       8     8     0
   0.16894     0.00796    -0.00006    -0.00004     0.00005       8     8     0
   0.25000     0.00796     0.00004     0.00005    -0.00014       8     8     0
   0.33106     0.00796     0.00202     0.00141     0.00147       8     8     0
   0.40334     0.00796     0.01363     0.00962     0.00975       8     8     0
   0.45901     0.00796     0.04708     0.03329     0.03319       8     8     0
   0.49204     0.00796     0.08911     0.06300     0.06307       8     8     0
   0.50000     0.00796     0.10285     0.07271     0.07290       8     8     0
   0.00000     0.04099    -0.00005     0.00002     0.00003       8     8     0
   0.00796     0.04099    -0.00002     0.00002     0.00005       8     8     0
   0.04099     0.04099     0.00001    -0.00002    -0.00002       8     8     0
   0.09666     0.04099    -0.00007    -0.00009    -0.00004       8     8     0
   0.16894     0.04099    -0.00005    -0.00003     0.00003       8     8     0
   0.25000     0.04099     0.00077     0.00055     0.00050       8     8     0
   0.33106     0.04099     0.00471     0.00332     0.00341       8     8     0
   0.40334     0.04099     0.02847     0.02011     0.02012       8     8     0
   0.45901     0.04099     0.08960     0.06338     0.06319       8     8     0
   0.49204     0.04099     0.15800     0.11192     0.11160       8     8     0
   0.50000     0.04099     0.17902     0.12685     0.12647       8     8     0
   0.00000     0.09666     0.00026     0.00031     0.00022       8     8     0
   0.00796     0.09666     0.00004     0.00009     0.00004       8     8     0
   0.04099     0.09666    -0.00007    -0.00004    -0.00009       8     8     0
   0.09666     0.09666     0.00029     0.00018     0.00018       8     8     0
   0.16894     0.09666     0.00005     0.00003     0.00009       8     8     0
   0.25000     0.09666     0.00211     0.00155     0.00146       8     8     0
   0.33106     0.09666     0.02007     0.01412     0.01406       8     8     0
   0.40334     0.09666     0.08990     0.06362     0.06369       8     8     0
   0.45901     0.09666     0.22231     0.15715     0.15741       8     8     0
   0.49204     0.09666     0.34437     0.24361     0.24361       8     8     0
   0.50000     0.09666     0.37831     0.26782     0.26759       8     8     0
   0.00000     0.16894     0.00056     0.00061     0.00045       8     8     0
   0.00796     0.16894    -0.00006     0.00005    -0.00004       8     8     0
   0.04099     0.16894    -0.00005     0.00003    -0.00003       8     8     0
   0.09666     0.16894     0.00005     0.00009     0.00003       8     8     0
